Event_name,Event_Location,Event_Date,Event_url,Event_Fighter_name,Event_Fighter_Outcome,Event_Fighter_KD,Event_Fighter_STR,Event_Fighter_TD,Event_Fighter_SUB,Event_Fighter_Weight_Class,Event_Fighter_Round,Event_Fighter_Method,Event_Fighter_Method_note,Event_Fighter_Time
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Erick Gonzalez,,0,9,0,0,Lightweight,1,SUB,Rear Naked Choke,2:17
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Michal Oleksiejczuk,win,2,22,0,0,Middleweight,1,KO/TKO,Punch,1:56
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Sam Alvey,,0,3,0,0,Middleweight,1,KO/TKO,Punch,1:56
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Bryan Battle,win,1,7,0,0,Welterweight,1,KO/TKO,Kick,0:44
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Takashi Sato,,0,2,0,0,Welterweight,1,KO/TKO,Kick,0:44
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Cory McKenna,win,0,13,3,2,Women's Strawweight,2,SUB,Von Flue Choke,1:03
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Miranda Granger,,0,13,0,0,Women's Strawweight,2,SUB,Von Flue Choke,1:03
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Mayra Bueno Silva,win,0,4,0,1,Women's Bantamweight,1,SUB,Armbar,1:17
UFC Fight Night: Santos vs. Hill,"Las Vegas, Nevada, USA",6-Aug-22,http://ufcstats.com/event-details/8f6a18831a120817,Stephanie Egger,,0,8,1,0,Women's Bantamweight,1,SUB,Armbar,1:17
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Amanda Nunes,win,3,85,6,1,Women's Bantamweight,5,U-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Julianna Pena,,0,60,0,1,Women's Bantamweight,5,U-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Brandon Moreno,win,1,58,0,0,Flyweight,3,KO/TKO,Kick,4:34
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Kai Kara-France,,0,53,1,0,Flyweight,3,KO/TKO,Kick,4:34
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Sergei Pavlovich,win,1,15,0,0,Heavyweight,1,KO/TKO,Punches,0:55
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Derrick Lewis,,0,4,0,0,Heavyweight,1,KO/TKO,Punches,0:55
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Alexandre Pantoja,win,0,8,1,1,Flyweight,1,SUB,Neck Crank,1:31
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Alex Perez,,0,10,0,0,Flyweight,1,SUB,Neck Crank,1:31
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Magomed Ankalaev,win,0,46,0,0,Light Heavyweight,2,KO/TKO,Punches,3:09
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Anthony Smith,,0,18,0,0,Light Heavyweight,2,KO/TKO,Punches,3:09
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Alex Morono,win,0,106,0,0,Welterweight,3,U-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Matthew Semelsberger,,1,74,1,0,Welterweight,3,U-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Drew Dober,win,1,62,0,0,Lightweight,3,KO/TKO,Punch,1:30
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Rafael Alves,,0,37,1,0,Lightweight,3,KO/TKO,Punch,1:30
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Don'Tale Mayes,nc,0,47,0,0,Heavyweight,3,Overturned,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Hamdy Abdelwahab,nc,1,58,3,0,Heavyweight,3,Overturned,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Drakkar Klose,win,0,61,2,0,Lightweight,3,U-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Rafa Garcia,,0,34,3,0,Lightweight,3,U-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Michael Morales,win,2,83,0,0,Welterweight,3,KO/TKO,Punch,1:09
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Adam Fugitt,,0,64,1,0,Welterweight,3,KO/TKO,Punch,1:09
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Joselyne Edwards,win,0,101,1,0,Women's Bantamweight,3,S-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Ji Yeon Kim,,0,78,0,0,Women's Bantamweight,3,S-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Nicolae Negumereanu,win,0,51,2,0,Light Heavyweight,2,KO/TKO,Knees,3:33
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Ihor Potieria,,0,38,0,0,Light Heavyweight,2,KO/TKO,Knees,3:33
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Orion Cosce,win,0,25,3,0,Welterweight,3,U-DEC,,5:00
UFC 277: Pena vs. Nunes 2,"Dallas, Texas, USA",30-Jul-22,http://ufcstats.com/event-details/b0a6124751a56bc4,Blood Diamond,,0,63,0,0,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Curtis Blaydes,win,0,4,0,0,Heavyweight,1,KO/TKO,,0:15
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Tom Aspinall,,0,3,0,0,Heavyweight,1,KO/TKO,,0:15
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Jack Hermansson,win,0,100,0,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Chris Curtis,,0,43,0,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Paddy Pimblett,win,0,17,1,4,Lightweight,2,SUB,Rear Naked Choke,2:46
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Jordan Leavitt,,0,16,3,0,Lightweight,2,SUB,Rear Naked Choke,2:46
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Nikita Krylov,win,2,26,0,0,Light Heavyweight,1,KO/TKO,Punch,1:07
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Alexander Gustafsson,,0,5,0,0,Light Heavyweight,1,KO/TKO,Punch,1:07
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Molly McCann,win,1,24,0,0,Women's Flyweight,1,KO/TKO,Spinning Back Elbow,3:52
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Hannah Goldy,,0,9,0,0,Women's Flyweight,1,KO/TKO,Spinning Back Elbow,3:52
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Volkan Oezdemir,win,0,72,1,0,Light Heavyweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Paul Craig,,0,33,0,0,Light Heavyweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Ludovit Klein,win,1,50,0,0,Lightweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Mason Jones,,0,43,0,0,Lightweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Marc Diakiese,win,0,13,8,0,Lightweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Damir Hadzovic,,0,5,0,0,Lightweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Nathaniel Wood,win,0,97,1,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Charles Rosa,,0,51,2,1,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Jonathan Pearce,win,0,90,4,0,Featherweight,2,KO/TKO,Punches,4:10
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Makwan Amirkhani,,0,11,3,0,Featherweight,2,KO/TKO,Punches,4:10
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Muhammad Mokaev,win,0,12,12,0,Flyweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Charles Johnson,,0,12,0,0,Flyweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Jai Herbert,win,0,36,0,0,Lightweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Kyle Nelson,,0,41,0,0,Lightweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Victoria Leonardo,win,0,39,2,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Mandy Bohm,,0,52,0,1,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Nicolas Dalby,win,0,45,1,1,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Blaydes vs. Aspinall,"London, England, United Kingdom",23-Jul-22,http://ufcstats.com/event-details/319c15b8aac5bfde,Claudio Silva,,0,11,4,0,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Yair Rodriguez,win,0,23,0,0,Featherweight,1,KO/TKO,,4:11
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Brian Ortega,,0,22,1,0,Featherweight,1,KO/TKO,,4:11
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Amanda Lemos,win,0,20,0,1,Women's Strawweight,2,SUB,Guillotine Choke,1:48
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Michelle Waterson-Gomez,,0,29,1,0,Women's Strawweight,2,SUB,Guillotine Choke,1:48
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Li Jingliang,win,1,38,1,0,Welterweight,2,KO/TKO,Punches,4:38
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Muslim Salikhov,,0,23,1,0,Welterweight,2,KO/TKO,Punches,4:38
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Matt Schnell,win,0,47,2,2,Flyweight,2,SUB,Triangle Choke,4:24
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Sumudaerji,,1,58,0,0,Flyweight,2,SUB,Triangle Choke,4:24
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Shane Burgos,win,0,42,2,3,Featherweight,3,M-DEC,,5:00
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Charles Jourdain,,0,113,0,0,Featherweight,3,M-DEC,,5:00
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Lauren Murphy,win,0,102,2,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Miesha Tate,,0,85,0,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Punahele Soriano,win,1,17,0,0,Middleweight,2,KO/TKO,Punch,0:28
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Dalcha Lungiambula,,0,11,2,0,Middleweight,2,KO/TKO,Punch,0:28
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Ricky Simon,win,1,25,2,1,Bantamweight,2,SUB,Arm Triangle,3:28
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Jack Shore,,0,19,0,0,Bantamweight,2,SUB,Arm Triangle,3:28
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Bill Algeo,win,0,28,1,0,Featherweight,2,KO/TKO,,1:50
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Herbert Burns,,0,10,1,2,Featherweight,2,KO/TKO,,1:50
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Dustin Jacoby,win,1,14,0,0,Light Heavyweight,1,KO/TKO,Punch,3:13
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Da Woon Jung,,0,14,0,0,Light Heavyweight,1,KO/TKO,Punch,3:13
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Dustin Stoltzfus,win,0,49,2,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Dwight Grant,,0,52,0,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Emily Ducote,win,0,116,0,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Ortega vs. Rodriguez,"Elmont, New York, USA",16-Jul-22,http://ufcstats.com/event-details/8fd76e1b49c00ae2,Jessica Penne,,0,63,0,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Rafael Fiziev,win,1,64,0,0,Lightweight,5,KO/TKO,Punch,0:18
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Rafael Dos Anjos,,0,54,2,0,Lightweight,5,KO/TKO,Punch,0:18
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Caio Borralho,win,0,12,4,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Armen Petrosyan,,0,31,0,0,Middleweight,3,U-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Said Nurmagomedov,win,0,42,1,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Douglas Silva de Andrade,,0,28,1,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Chase Sherman,win,1,137,0,0,Heavyweight,3,KO/TKO,Punches,3:10
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Jared Vanderaa,,0,109,0,0,Heavyweight,3,KO/TKO,Punches,3:10
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Aiemann Zahabi,win,0,54,0,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Ricky Turcios,,0,27,0,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Jamie Mullarkey,win,0,96,0,0,Lightweight,3,S-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Michael Johnson,,1,66,0,0,Lightweight,3,S-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Cody Brundage,win,1,15,1,0,Middleweight,1,KO/TKO,Punch,3:50
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Tresean Gore,,0,8,0,0,Middleweight,1,KO/TKO,Punch,3:50
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Antonina Shevchenko,win,0,55,0,0,Women's Flyweight,3,S-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Cortney Casey,,0,33,2,0,Women's Flyweight,3,S-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,David Onama,win,0,29,2,1,Featherweight,2,SUB,Arm Triangle,3:13
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Garrett Armfield,,0,21,0,0,Featherweight,2,SUB,Arm Triangle,3:13
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Kennedy Nzechukwu,win,0,20,5,1,Light Heavyweight,3,KO/TKO,Elbows,2:19
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Karl Roberson,,0,9,0,0,Light Heavyweight,3,KO/TKO,Elbows,2:19
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Saidyokub Kakhramonov,win,0,32,10,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Dos Anjos vs. Fiziev,"Las Vegas, Nevada, USA",9-Jul-22,http://ufcstats.com/event-details/31da66df48c0c1a0,Ronnie Lawrence,,0,15,1,0,Bantamweight,3,U-DEC,,5:00
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Israel Adesanya,win,0,116,0,0,Middleweight,5,U-DEC,,5:00
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Jared Cannonier,,0,90,0,0,Middleweight,5,U-DEC,,5:00
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Alexander Volkanovski,win,0,199,0,0,Featherweight,5,U-DEC,,5:00
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Max Holloway,,0,127,0,0,Featherweight,5,U-DEC,,5:00
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Alex Pereira,win,1,25,0,0,Middleweight,1,KO/TKO,Punches,2:36
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Sean Strickland,,0,15,0,0,Middleweight,1,KO/TKO,Punches,2:36
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Bryan Barberena,win,0,147,0,0,Welterweight,2,KO/TKO,Punches,4:47
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Robbie Lawler,,0,81,0,0,Welterweight,2,KO/TKO,Punches,4:47
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Pedro Munhoz,nc,0,26,0,0,Bantamweight,2,CNC,,3:09
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Sean O'Malley,nc,0,25,0,0,Bantamweight,2,CNC,,3:09
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Jalin Turner,win,0,3,0,1,Lightweight,1,SUB,Guillotine Choke,0:45
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Brad Riddell,,0,2,0,0,Lightweight,1,SUB,Guillotine Choke,0:45
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Jim Miller,win,0,24,1,1,Welterweight,2,SUB,Guillotine Choke,1:32
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Donald Cerrone,,0,21,0,0,Welterweight,2,SUB,Guillotine Choke,1:32
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Ian Garry,win,1,116,1,0,Welterweight,3,U-DEC,,5:00
UFC 276: Adesanya vs. Cannonier,"Las Vegas, Nevada, USA",2-Jul-22,http://ufcstats.com/event-details/4a9e305633f3ef47,Gabe Green,,0,90,1,0,Welterweight,3,U-DEC,,5:00
